date,time,engineer_at_time_of_reading,equipment_code,equipment_category,running_hrs,pressureInd_kgf_cm2,temperature_celsius,vibrationInd_kHz,has_failure,total_failure_count,downtime_min,failure_category,mtbf,mttr
02/05/2017,07:24:00,Peter Sample,equipment_4083,Power Generation Propulsion and Manouvering,7827,124.3589233,46.85704695,0.338486512,0,9,233,Insufficient maintenance,870,26
02/05/2017,07:32:00,Apostolis Papaioannou,equipment_935,Navigation and Communication,9832,109.5579662,126.3921548,0.64302291,0,7,2639,Failure of handling,1405,377
02/05/2017,07:39:00,Peter Sample,equipment_1023,Deck Machinery and Equipment,630,103.4524605,128.0759255,0.033250897,0,5,2411,Fire,126,482
02/05/2017,07:42:00,Claudia Piston,equipment_2011,Boats,4368,137.2128229,133.6240548,0.768307782,0,4,2292,Lubrication failure,1092,573
02/05/2017,07:52:00,Peter Tank,equipment_4248,Construction and Operation Services,4869,77.83610485,121.7863711,0.508941713,1,8,997,Vibration,609,125
02/05/2017,07:54:00,Christine Flowmeter,equipment_2224,Electrical,1719,104.7029198,68.59001585,0.299396057,1,1,1545,Weather,1719,1545
02/05/2017,07:56:00,Claudia Piston,equipment_1541,Automation and Control,785,80.42128326,91.440331,0.872280062,0,1,343,Weather,785,343
02/05/2017,07:59:00,Claudia Piston,equipment_3458,Materials Protection and Isolation,3222,90.78063751,99.6011896,0.359060272,0,8,272,Human error,403,34
02/05/2017,08:08:00,Carlos Filter,equipment_4976,Tanks and Heating,3107,106.7294506,100.1692002,0.108398094,0,5,2496,Construction failure,621,499
02/05/2017,08:11:00,Peter Sample,equipment_4254,Cooling Equipment,1663,100.7690515,97.47350299,0.826850634,0,8,2567,Overpressure,208,321
02/05/2017,08:30:00,Monika Trial,equipment_4436,Lifesaving Safety and Firefighting Equipment,5624,103.0135453,69.53376531,0.045469886,1,8,73,Lubrication failure,703,9
02/05/2017,08:45:00,Peter Tank,equipment_4834,Lifesaving Safety and Firefighting Equipment,3207,107.5213703,110.1142502,0.021351358,0,9,1840,Human error,356,204
02/05/2017,08:50:00,John Smith,equipment_2318,Air Gas and Pneumatic Equipment,7807,75.4853782,108.0423921,0.169042476,0,7,693,Fatigue,1115,99
02/05/2017,08:52:00,Peter Sample,equipment_2695,Construction and Operation Services,7675,88.20535721,99.49648475,0.705665257,0,4,1961,Overload,1919,490
02/05/2017,08:53:00,Thomas Try,equipment_2311,Navigation and Communication,6546,72.55408417,93.54141963,0.346081168,0,7,1970,Weather,935,281
02/05/2017,08:57:00,Thomas Try,equipment_4381,Power Generation Propulsion and Manouvering,3841,94.68396594,118.0273944,0.019713121,1,9,174,Manufacturing failure,427,19
02/05/2017,09:08:00,Monika Trial,equipment_630,Construction and Operation Services,2319,138.9963047,104.9696808,0.733842187,0,9,29,Overpressure,258,3
02/05/2017,09:14:00,Carlos Filter,equipment_950,Fabrication Equipment and Software,4471,104.171491,104.0160769,0.007164766,1,3,2321,Insufficient maintenance,1490,774
02/05/2017,09:15:00,Christine Flowmeter,equipment_4931,Tanks and Heating,4822,95.31746825,92.21326954,0.612319994,1,1,2782,Construction failure,4822,2782
02/05/2017,09:48:00,Claudia Piston,equipment_1483,Fluid Transfer and Treatment,5576,94.24723246,77.81619344,0.33188296900000003,1,9,2383,Overpressure,620,265
02/05/2017,09:49:00,Peter Sample,equipment_1729,Boats,6103,91.11156321,99.68259133,0.641132884,1,7,60,Overpressure,872,9
02/05/2017,09:53:00,Peter Sample,equipment_603,Boats,10369,111.5160364,94.17953507,0.039006483,1,9,183,Material failure,1152,20
02/05/2017,10:15:00,Peter Sample,equipment_873,Lifesaving Safety and Firefighting Equipment,6298,114.2240915,81.39597051,0.978366292,1,9,2557,Fatigue,700,284
02/05/2017,10:21:00,John Smith,equipment_2165,Fabrication Equipment and Software,10353,84.6746399,124.5358699,0.563995413,1,4,1531,Unknown,2588,383
02/05/2017,10:28:00,Peter Tank,equipment_3328,Power Generation Propulsion and Manouvering,11105,90.24452612,123.3471888,0.316136536,0,8,2315,Material failure,1388,289
02/05/2017,10:29:00,Peter Tank,equipment_4920,Cooling Equipment,10778,152.2472591,68.16686514,0.46047885,0,8,973,Weather,1347,122
02/05/2017,10:30:00,Apostolis Papaioannou,equipment_2503,Special Purpose Equipment,3045,106.4488937,93.35842227,0.895712506,0,3,2260,Human error,1015,753
02/05/2017,10:35:00,Apostolis Papaioannou,equipment_3166,Navigation and Communication,6484,102.5436645,67.16846487,0.931448139,0,5,342,Unknown,1297,68
02/05/2017,10:50:00,John Smith,equipment_3912,Special Purpose Equipment,726,90.84614958,102.9288987,0.280290515,1,3,877,Weather,242,292
02/05/2017,11:02:00,Peter Tank,equipment_1539,Special Purpose Equipment,4123,103.1072633,79.50453248,0.101228633,1,4,1407,Weather,1031,352
02/05/2017,11:07:00,Monika Trial,equipment_3777,Deck Machinery and Equipment,678,102.1307254,80.10887306,0.822718259,1,1,1463,Human error,678,1463
02/05/2017,11:07:00,Carlos Filter,equipment_914,Electrical,11494,119.2571561,65.04109861,0.282554339,0,5,639,Lubrication failure,2299,128
02/05/2017,11:08:00,Thomas Try,equipment_1921,Power Generation Propulsion and Manouvering,1856,89.32006408,98.23716736,0.97151003,0,5,2585,Overpressure,371,517
02/05/2017,11:14:00,Christine Flowmeter,equipment_408,Navigation and Communication,1427,129.4538603,97.54660485,0.405275777,1,8,1718,Vibration,178,215
02/05/2017,11:29:00,Thomas Try,equipment_143,Power Generation Propulsion and Manouvering,2596,109.5958521,143.3595386,0.546875213,0,7,460,Construction failure,371,66
02/05/2017,11:38:00,Peter Sample,equipment_281,Air Gas and Pneumatic Equipment,5631,102.185641,93.84971699,0.145614308,1,1,543,Unclear,5631,543
02/05/2017,11:58:00,Apostolis Papaioannou,equipment_298,Hydraulics Equipment,4447,88.67721939,98.97230007,0.966514707,1,4,2011,Insufficient maintenance,1112,503
02/05/2017,12:00:00,Thomas Try,equipment_562,Management Services and Software,10466,80.53923807,117.1148201,0.301073608,0,6,796,Overload,1744,133
02/05/2017,12:05:00,Christine Flowmeter,equipment_2239,Automation and Control,1955,92.540717,115.3353489,0.028785248,0,1,521,Manufacturing failure,1955,521
02/05/2017,12:20:00,Claudia Piston,equipment_1371,Electrical,9364,91.06771541,106.6359452,0.394100183,0,3,2796,Construction failure,3121,932
02/05/2017,12:41:00,Monika Trial,equipment_3454,Cooling Equipment,1615,113.0908777,95.60612507,0.833714067,0,2,2167,Human error,808,1084
02/05/2017,12:57:00,Christine Flowmeter,equipment_3306,Boats,3837,128.3172975,94.7417842,0.148258003,1,4,1262,Manufacturing failure,959,316
02/05/2017,13:12:00,Christine Flowmeter,equipment_771,Fabrication Equipment and Software,5709,99.1729528,56.1165184,0.743460822,0,7,2532,Human error,816,362
02/05/2017,13:23:00,Claudia Piston,equipment_1394,Automation and Control,2636,79.59452653,98.43332131,0.19740802,0,3,381,Weather,879,127
02/05/2017,13:29:00,Peter Sample,equipment_4116,Hydraulics Equipment,10852,129.1863512,91.12806915,0.911292063,1,5,641,Unclear,2170,128
02/05/2017,13:39:00,Monika Trial,equipment_3995,Materials Protection and Isolation,5903,122.4142712,73.54281829,0.176256112,0,9,1552,Unclear,656,172
02/05/2017,13:45:00,John Smith,equipment_4887,Management Services and Software,3071,69.93989757,91.86198316,0.558733022,0,1,402,Unknown,3071,402
02/05/2017,13:47:00,Peter Sample,equipment_4059,Cooling Equipment,9479,85.29060065,108.4834019,0.255171193,0,3,1916,Failure of handling,3160,639
02/05/2017,14:21:00,Peter Sample,equipment_1245,Tanks and Heating,3798,101.0718413,100.4683095,0.921603606,1,5,1277,Lubrication failure,760,255
02/05/2017,14:22:00,Peter Sample,equipment_922,Fluid Transfer and Treatment,3635,57.19314091,106.4484335,0.168701482,1,5,206,Fatigue,727,41
02/05/2017,14:30:00,Apostolis Papaioannou,equipment_1085,Management Services and Software,996,77.4245435,112.2726752,0.510117093,0,4,35,Corrosion,249,9
02/05/2017,14:39:00,Peter Tank,equipment_4345,Management Services and Software,6433,99.12691885,113.4644369,0.857062786,0,4,2677,Vibration,1608,669
02/05/2017,14:44:00,Carlos Filter,equipment_1876,Cooling Equipment,3441,103.9198822,114.6860223,0.638401792,0,7,2093,Construction failure,492,299
02/05/2017,14:44:00,Peter Sample,equipment_1587,Fluid Transfer and Treatment,10987,33.48191737,97.35961631,0.517036186,1,4,2695,Failure of handling,2747,674
02/05/2017,14:48:00,Peter Sample,equipment_1125,Electrical,12054,58.16388876,84.04405964,0.473639234,1,4,1025,Corrosion,3014,256
02/05/2017,15:04:00,Peter Tank,equipment_1078,Cooling Equipment,2541,110.2297466,75.63057702,0.611560688,1,9,224,Unknown,282,25
02/05/2017,15:13:00,Apostolis Papaioannou,equipment_1010,Automation and Control,3473,143.8647421,117.16109230000001,0.501485194,1,8,1000,Insufficient maintenance,434,125
02/05/2017,15:17:00,Peter Sample,equipment_2767,Accommodation Equipment,5638,102.3409431,109.2338791,0.730511916,1,5,1121,Human error,1128,224
02/05/2017,15:36:00,Peter Tank,equipment_2565,Air Gas and Pneumatic Equipment,3040,77.90980281,116.2701676,0.774103344,0,7,993,Corrosion,434,142
02/05/2017,16:00:00,Monika Trial,equipment_4893,Power Generation Propulsion and Manouvering,7513,82.88180029,94.62007382,0.531834746,0,7,827,Failure of handling,1073,118
02/05/2017,16:02:00,Claudia Piston,equipment_4710,Air Gas and Pneumatic Equipment,5598,118.101249,107.3707073,0.738115056,0,5,1000,Corrosion,1120,200
02/05/2017,16:07:00,Thomas Try,equipment_1608,Air Gas and Pneumatic Equipment,649,96.65174149,116.7485215,0.517511781,0,5,1192,Human error,130,238
02/05/2017,16:15:00,Claudia Piston,equipment_4023,Hydraulics Equipment,600,86.07886827,149.924611,0.196465915,1,6,2219,Corrosion,100,370
02/05/2017,16:39:00,Thomas Try,equipment_1883,Fluid Transfer and Treatment,4113,94.61417404,142.8270014,0.681648756,0,5,852,Material failure,823,170
02/05/2017,17:02:00,Peter Sample,equipment_4335,Tanks and Heating,5910,102.3336394,80.75166079,0.686317344,0,9,2809,Failure of handling,657,312
02/05/2017,17:06:00,Thomas Try,equipment_1416,Special Purpose Equipment,2193,138.9968485,89.35933861,0.77050532,0,5,1464,Lubrication failure,439,293
02/05/2017,17:12:00,Carlos Filter,equipment_3860,Engineering,5889,113.2726053,79.69982029,0.105646141,0,9,2713,Weather,654,301
02/05/2017,17:27:00,Apostolis Papaioannou,equipment_3731,Power Generation Propulsion and Manouvering,2617,88.04750683,90.87088496,0.974198491,0,5,1094,Fire,523,219
02/05/2017,17:32:00,Peter Sample,equipment_1367,Accommodation Equipment,5816,94.39762265,87.03925358,0.044097063,1,3,2042,Weather,1939,681
02/05/2017,17:33:00,Claudia Piston,equipment_4621,Structures and Outfitting Details,8511,60.1987941,101.8822342,0.087877929,0,3,691,Material failure,2837,230
02/05/2017,17:38:00,Christine Flowmeter,equipment_1686,Automation and Control,6303,94.41582296,107.6967466,0.132929315,0,7,633,Weather,900,90
02/05/2017,17:39:00,John Smith,equipment_3049,Special Purpose Equipment,7648,89.22954094,117.8925563,0.63415661,0,9,337,Vibration,850,37
02/05/2017,17:53:00,Carlos Filter,equipment_435,Automation and Control,3050,96.68465852,92.59096814,0.26353264,0,7,212,Vibration,436,30
02/05/2017,18:02:00,Peter Tank,equipment_1506,Special Purpose Equipment,7590,109.0330362,124.7604446,0.949395779,1,2,2304,Overload,3795,1152
02/05/2017,18:02:00,Claudia Piston,equipment_786,Tanks and Heating,10666,92.57385892,103.262856,0.513315048,0,5,2070,Overload,2133,414
02/05/2017,18:13:00,Thomas Try,equipment_3229,Boats,8355,83.58406008,124.6367074,0.26865509,1,4,2692,Vibration,2089,673
02/05/2017,18:16:00,Apostolis Papaioannou,equipment_1906,Navigation and Communication,4372,83.32483885,65.21580585,0.248528846,1,6,1570,Unknown,729,262
02/05/2017,18:33:00,Thomas Try,equipment_3512,Cooling Equipment,4650,108.1568179,83.4708124,0.792366945,1,1,2017,Failure of handling,4650,2017
02/05/2017,18:42:00,Carlos Filter,equipment_953,Accommodation Equipment,605,127.5206011,119.861342,0.325945501,1,7,1405,Vibration,86,201
02/05/2017,18:43:00,John Smith,equipment_2572,Navigation and Communication,236,56.17177135,96.14338728,0.012741853,0,4,1317,Fire,59,329
02/05/2017,18:54:00,Peter Tank,equipment_1936,Air Gas and Pneumatic Equipment,5696,75.46380429,122.0091321,0.535925689,1,6,2528,Overpressure,949,421
02/05/2017,18:58:00,Thomas Try,equipment_2191,Accommodation Equipment,3534,110.6072377,121.1524524,0.278637273,0,4,588,Material failure,884,147
02/05/2017,19:14:00,John Smith,equipment_3008,Materials Protection and Isolation,4930,93.66493104,104.0389086,0.593227694,1,3,2533,Fire,1643,844
02/05/2017,19:20:00,Claudia Piston,equipment_4622,Special Purpose Equipment,6905,104.7316543,109.6280935,0.247177847,0,8,2432,Overload,863,304
02/05/2017,19:24:00,Christine Flowmeter,equipment_3221,Construction and Operation Services,8849,95.42828461,128.7880801,0.651981199,0,9,446,Manufacturing failure,983,50
02/05/2017,19:59:00,Apostolis Papaioannou,equipment_197,Lifesaving Safety and Firefighting Equipment,4091,64.10778851,133.7448317,0.872662847,1,8,174,Fire,511,22
02/05/2017,19:59:00,Monika Trial,equipment_255,Engineering,996,110.8689295,121.5605208,0.259866111,1,1,1721,Construction failure,996,1721
02/05/2017,20:00:00,Carlos Filter,equipment_4928,Hydraulics Equipment,7232,79.74938628,87.93739852,0.101725039,1,3,1342,Unclear,2411,447
02/05/2017,20:04:00,Christine Flowmeter,equipment_2478,Structures and Outfitting Details,5617,116.3087415,107.035628,0.146204725,0,8,153,Fatigue,702,19
02/05/2017,20:26:00,John Smith,equipment_1467,Special Purpose Equipment,8198,110.1976712,96.71791287,0.997358395,1,7,916,Insufficient maintenance,1171,131
02/05/2017,20:34:00,John Smith,equipment_3028,Fluid Transfer and Treatment,1279,114.0235311,108.8943008,0.594575916,0,5,927,Construction failure,256,185
02/05/2017,20:40:00,Peter Tank,equipment_4094,Fabrication Equipment and Software,9302,69.04580099,83.07660209,0.795319839,0,7,1759,Construction failure,1329,251
02/05/2017,20:47:00,Claudia Piston,equipment_3613,Materials Protection and Isolation,11074,96.00625928,95.30945357,0.678957147,1,9,2317,Corrosion,1230,257
02/05/2017,20:48:00,Peter Tank,equipment_4358,Accommodation Equipment,2465,113.2269285,96.48873927,0.500378931,0,2,2119,Fire,1232,1060
02/05/2017,21:19:00,Thomas Try,equipment_2924,Accommodation Equipment,6828,98.32962285,115.5741047,0.751121763,0,1,1209,Failure of handling,6828,1209
02/05/2017,21:30:00,John Smith,equipment_3865,Lifesaving Safety and Firefighting Equipment,11792,135.587121,92.80935236,0.153740827,0,3,1050,Weather,3931,350
02/05/2017,21:42:00,Monika Trial,equipment_402,Special Purpose Equipment,7023,112.2059189,116.0347362,0.738425286,0,6,686,Overload,1170,114
02/05/2017,22:13:00,Carlos Filter,equipment_774,Engineering,2471,83.3672664,115.0931378,0.434035535,1,8,748,Material failure,309,94
02/05/2017,22:23:00,Peter Tank,equipment_945,Hydraulics Equipment,9198,102.6766575,102.9798574,0.821341012,0,8,774,Corrosion,1150,97
02/05/2017,22:29:00,Thomas Try,equipment_473,Engineering,121,110.083131,96.62748214,0.771846665,0,4,1416,Human error,30,354
02/05/2017,22:29:00,Thomas Try,equipment_2203,Electrical,10618,90.03014039,121.6596974,0.015345466,1,2,2576,Overpressure,5309,1288
02/05/2017,22:37:00,Thomas Try,equipment_1125,Structures and Outfitting Details,6019,116.7030362,80.72306687,0.646831621,1,3,909,Fatigue,2006,303
02/05/2017,22:41:00,John Smith,equipment_1219,Lifesaving Safety and Firefighting Equipment,7504,65.64282279,113.5163748,0.572049665,0,2,2801,Material failure,3752,1400
02/05/2017,22:59:00,Apostolis Papaioannou,equipment_2262,Fluid Transfer and Treatment,11827,112.2521075,103.1035794,0.032164535,0,7,2820,Material failure,1690,403
02/05/2017,23:25:00,Christine Flowmeter,equipment_3678,Navigation and Communication,11489,103.2224299,99.3788547,0.164995395,0,2,1622,Weather,5744,811
03/05/2017,01:08:00,Apostolis Papaioannou,equipment_1378,Air Gas and Pneumatic Equipment,8757,89.06199119,73.71605989,0.06588373,0,4,1652,Fire,2189,413
03/05/2017,01:15:00,Peter Sample,equipment_1195,Materials Protection and Isolation,4725,69.80779035,82.23645826,0.513469582,0,1,882,Vibration,4725,882
03/05/2017,01:15:00,Peter Tank,equipment_780,Automation and Control,7714,109.1177255,98.68664627,0.34057768,0,7,1225,Overload,1102,175
03/05/2017,01:21:00,Christine Flowmeter,equipment_3662,Power Generation Propulsion and Manouvering,5172,94.55845182,81.06775078,0.686218705,0,1,1910,Material failure,5172,1910
03/05/2017,01:26:00,Apostolis Papaioannou,equipment_4423,Materials Protection and Isolation,3780,82.51900511,95.52186729,0.980010798,0,7,466,Material failure,540,67
03/05/2017,01:39:00,Carlos Filter,equipment_3315,Accommodation Equipment,4999,104.4344592,92.74548648,0.301760158,0,2,1956,Unclear,2500,978
03/05/2017,02:04:00,Thomas Try,equipment_4100,Deck Machinery and Equipment,11013,81.28916813,80.75742109,0.271370739,1,5,230,Unclear,2203,46
03/05/2017,02:26:00,Peter Tank,equipment_3662,Construction and Operation Services,2639,103.1069062,70.15612853,0.38724309,0,7,1981,Lubrication failure,377,283
03/05/2017,02:46:00,Christine Flowmeter,equipment_3579,Tanks and Heating,5135,83.12436689,92.11820297,0.239273477,1,3,2250,Human error,1712,750
03/05/2017,02:50:00,Peter Tank,equipment_2618,Electrical,4375,136.5477996,105.3899691,0.916462274,1,6,2477,Overpressure,729,413
03/05/2017,02:53:00,Claudia Piston,equipment_4005,Tanks and Heating,8978,77.4666105,84.53910754,0.814397043,0,3,325,Overload,2993,108
03/05/2017,03:06:00,Monika Trial,equipment_1518,Structures and Outfitting Details,6677,51.69950796,60.51820437,0.205038881,1,8,324,Manufacturing failure,835,40
03/05/2017,03:09:00,Apostolis Papaioannou,equipment_1935,Structures and Outfitting Details,2024,107.1796832,111.5631001,0.852697287,0,7,105,Human error,289,15
03/05/2017,03:21:00,Peter Sample,equipment_1080,Fabrication Equipment and Software,360,126.2074958,115.5916939,0.57921033,1,3,2028,Overpressure,120,676
03/05/2017,03:23:00,Peter Sample,equipment_1032,Structures and Outfitting Details,10074,111.3151668,77.21030463,0.830541833,0,7,509,Unclear,1439,73
03/05/2017,03:39:00,John Smith,equipment_1347,Special Purpose Equipment,10278,77.20681327,111.5351793,0.809037598,1,8,676,Corrosion,1285,84
03/05/2017,03:39:00,John Smith,equipment_911,Structures and Outfitting Details,3517,91.60822135,104.1536206,0.897899245,0,9,1266,Fatigue,391,141
03/05/2017,03:41:00,Apostolis Papaioannou,equipment_3530,Fabrication Equipment and Software,1775,108.8375233,120.4209254,0.485919971,1,5,623,Overload,355,125
03/05/2017,03:44:00,Apostolis Papaioannou,equipment_4129,Engineering,11588,119.1369483,82.66317043,0.294934652,1,8,1084,Overpressure,1448,136
03/05/2017,03:53:00,Peter Sample,equipment_1199,Deck Machinery and Equipment,290,99.49925475,119.7507572,0.685252208,1,2,859,Construction failure,145,430
03/05/2017,03:53:00,Monika Trial,equipment_1168,Deck Machinery and Equipment,7176,106.8312633,79.91117353,0.188161839,0,5,2877,Vibration,1435,575
03/05/2017,04:05:00,John Smith,equipment_1809,Accommodation Equipment,8891,87.64751401,77.59314255,0.080372523,1,7,766,Overload,1270,109
03/05/2017,04:05:00,Apostolis Papaioannou,equipment_3607,Hydraulics Equipment,8361,73.32115289,129.4396901,0.684822237,0,7,2481,Weather,1194,354
03/05/2017,04:09:00,Monika Trial,equipment_3124,Accommodation Equipment,728,85.73088376,81.1547673,0.479547074,0,9,288,Construction failure,81,32
03/05/2017,04:18:00,Thomas Try,equipment_1382,Lifesaving Safety and Firefighting Equipment,12028,113.4352002,95.78505053,0.031397783,0,8,534,Manufacturing failure,1504,67
03/05/2017,04:37:00,Christine Flowmeter,equipment_230,Structures and Outfitting Details,2667,96.10524366,97.14318758,0.096631686,1,4,2048,Construction failure,667,512
03/05/2017,04:52:00,John Smith,equipment_475,Cooling Equipment,4600,65.25918125,86.52544178,0.981499254,0,4,349,Overload,1150,87
03/05/2017,04:58:00,Monika Trial,equipment_1940,Materials Protection and Isolation,10534,71.10556819,81.73936165,0.738713746,1,2,84,Manufacturing failure,5267,42
03/05/2017,04:58:00,Peter Sample,equipment_3946,Fluid Transfer and Treatment,5251,92.97667487,101.3321156,0.712318353,1,3,768,Material failure,1750,256
03/05/2017,05:09:00,Apostolis Papaioannou,equipment_4952,Air Gas and Pneumatic Equipment,8048,53.45018161,103.6298501,0.995006752,0,1,308,Weather,8048,308
03/05/2017,05:14:00,Apostolis Papaioannou,equipment_1202,Management Services and Software,1778,96.00878453,95.28725334,0.144359934,1,1,1522,Vibration,1778,1522
03/05/2017,05:15:00,Monika Trial,equipment_2332,Hydraulics Equipment,4558,96.0259551,129.3959183,0.663274998,0,7,1736,Unclear,651,248
03/05/2017,05:58:00,Peter Sample,equipment_4607,Construction and Operation Services,7180,46.60128721,71.80056052,0.701884689,0,1,272,Insufficient maintenance,7180,272
03/05/2017,05:58:00,John Smith,equipment_3642,Deck Machinery and Equipment,435,76.23814115,123.1181318,0.071508696,0,8,1915,Overpressure,54,239
03/05/2017,06:17:00,Christine Flowmeter,equipment_874,Automation and Control,10592,62.21239864,112.045723,0.323756628,0,7,2797,Weather,1513,400
03/05/2017,06:30:00,Carlos Filter,equipment_2749,Hydraulics Equipment,5001,97.50182643,80.80015925,0.118822614,1,6,264,Failure of handling,834,44
03/05/2017,06:49:00,Claudia Piston,equipment_2893,Lifesaving Safety and Firefighting Equipment,1330,121.6736792,130.3035019,0.653642823,0,1,1546,Overpressure,1330,1546
03/05/2017,06:54:00,Peter Sample,equipment_344,Air Gas and Pneumatic Equipment,10574,84.58244428,88.00175655,0.614346875,0,6,1045,Fire,1762,174
03/05/2017,07:17:00,Carlos Filter,equipment_3232,Electrical,696,99.20956467,76.15820848,0.15517242,1,6,1741,Construction failure,116,290
03/05/2017,07:19:00,Peter Tank,equipment_2826,Tanks and Heating,9709,120.3512884,114.2516554,0.220303767,1,4,2715,Vibration,2427,679
03/05/2017,07:23:00,Christine Flowmeter,equipment_2096,Navigation and Communication,3595,86.02485068,172.5441398,0.499460912,0,9,59,Overload,399,7
03/05/2017,07:46:00,Christine Flowmeter,equipment_1422,Electrical,10995,88.99176552,89.41488442,0.090724153,0,6,747,Insufficient maintenance,1832,124
03/05/2017,07:52:00,John Smith,equipment_3087,Lifesaving Safety and Firefighting Equipment,7235,122.5029001,73.00784694,0.411026665,1,7,1073,Weather,1034,153
03/05/2017,08:05:00,Monika Trial,equipment_2530,Fabrication Equipment and Software,3295,83.45815627,108.4264351,0.567615596,0,6,468,Fatigue,549,78
03/05/2017,08:07:00,Monika Trial,equipment_4516,Structures and Outfitting Details,9257,83.50915384,135.1693172,0.725384472,1,5,1750,Fatigue,1851,350
03/05/2017,08:21:00,Carlos Filter,equipment_818,Deck Machinery and Equipment,519,56.90766195,110.7122015,0.018300226,0,4,1191,Fatigue,130,298
03/05/2017,08:24:00,Monika Trial,equipment_1764,Automation and Control,5449,119.0728916,116.1649707,0.63482964099999994,1,2,2706,Failure of handling,2724,1353
03/05/2017,08:25:00,Thomas Try,equipment_2852,Boats,9772,146.3333418,103.2092373,0.146731037,0,3,1472,Vibration,3257,491
03/05/2017,08:30:00,Peter Sample,equipment_4267,Engineering,8571,98.37929005,76.26973887,0.518158833,1,8,1843,Insufficient maintenance,1071,230
03/05/2017,08:44:00,Carlos Filter,equipment_727,Fluid Transfer and Treatment,6377,80.69223153,74.67365277,0.3602276,1,4,794,Weather,1594,198
03/05/2017,09:03:00,Peter Sample,equipment_4026,Tanks and Heating,8780,97.86140584,99.86760889,0.033297781,1,1,1347,Insufficient maintenance,8780,1347
03/05/2017,09:09:00,Thomas Try,equipment_874,Special Purpose Equipment,9940,86.88757075,95.55979966,0.658723748,1,4,2553,Fatigue,2485,638
03/05/2017,09:44:00,Apostolis Papaioannou,equipment_2640,Materials Protection and Isolation,10426,117.083811,96.95931027,0.243605464,0,3,1864,Corrosion,3475,621
03/05/2017,09:59:00,Claudia Piston,equipment_1615,Automation and Control,10941,89.14378006,76.40645579,0.509526249,0,8,2519,Fire,1368,315
03/05/2017,10:03:00,Christine Flowmeter,equipment_1828,Automation and Control,4974,84.29478616,93.81460506,0.889308503,1,1,1460,Insufficient maintenance,4974,1460
03/05/2017,10:14:00,Apostolis Papaioannou,equipment_3941,Special Purpose Equipment,2374,88.18621311,103.5252337,0.159973307,0,5,241,Material failure,475,48
03/05/2017,10:41:00,Apostolis Papaioannou,equipment_3515,Engineering,11781,101.4156229,114.909434,0.957821865,0,2,2459,Overload,5890,1230
03/05/2017,10:43:00,Apostolis Papaioannou,equipment_3225,Accommodation Equipment,10818,128.9411083,88.69819983,0.114589595,0,1,2188,Fatigue,10818,2188
03/05/2017,10:44:00,Monika Trial,equipment_3626,Power Generation Propulsion and Manouvering,2353,76.76990774,76.71751602,0.905432771,1,6,1294,Unclear,392,216
03/05/2017,10:45:00,Christine Flowmeter,equipment_500,Boats,1132,87.39284133,84.52171258,0.319617017,0,6,2496,Overpressure,189,416
03/05/2017,10:56:00,Peter Sample,equipment_4486,Cooling Equipment,6275,58.57504538,75.9997621,0.867577729,0,1,1084,Overload,6275,1084
03/05/2017,11:24:00,Peter Tank,equipment_138,Lifesaving Safety and Firefighting Equipment,10691,84.17942039,83.62744989,0.844897463,1,7,907,Corrosion,1527,130
03/05/2017,11:32:00,Claudia Piston,equipment_3503,Management Services and Software,6651,95.12069014,121.0385472,0.166685295,1,2,1150,Corrosion,3326,575
03/05/2017,11:32:00,Carlos Filter,equipment_2123,Lifesaving Safety and Firefighting Equipment,5361,125.0326918,126.0240766,0.384768178,1,9,2646,Insufficient maintenance,596,294
03/05/2017,11:33:00,Christine Flowmeter,equipment_3950,Electrical,9981,114.5215235,107.1263062,0.578482368,1,1,1316,Material failure,9981,1316
03/05/2017,11:34:00,John Smith,equipment_4796,Lifesaving Safety and Firefighting Equipment,2457,57.46321326,100.5280146,0.913107536,0,8,1751,Weather,307,219
03/05/2017,11:38:00,Peter Sample,equipment_2354,Special Purpose Equipment,771,76.06914566,83.24985338,0.557322853,0,4,1207,Corrosion,193,302
03/05/2017,11:44:00,John Smith,equipment_2428,Structures and Outfitting Details,9117,114.798646,54.85463932,0.935807309,0,4,957,Material failure,2279,239
03/05/2017,11:54:00,Claudia Piston,equipment_1092,Deck Machinery and Equipment,2687,113.211629,81.90237741,0.959216959,0,5,1922,Material failure,537,384
03/05/2017,11:57:00,Peter Sample,equipment_4322,Air Gas and Pneumatic Equipment,9303,104.7586955,99.32586687,0.774215516,0,7,222,Corrosion,1329,32
03/05/2017,12:06:00,Peter Tank,equipment_588,Hydraulics Equipment,96,125.7018715,58.30095817,0.814815636,0,6,2209,Vibration,16,368
03/05/2017,12:07:00,Claudia Piston,equipment_3972,Power Generation Propulsion and Manouvering,11728,94.38858829,137.6645123,0.177545468,1,7,1699,Unknown,1675,243
03/05/2017,12:37:00,Monika Trial,equipment_4357,Boats,9728,76.14465414,108.9442729,0.103831871,1,8,309,Weather,1216,39
03/05/2017,12:46:00,Peter Sample,equipment_770,Tanks and Heating,7242,104.5401682,104.4062563,0.044577107,0,8,1704,Weather,905,213
03/05/2017,12:53:00,Thomas Try,equipment_4861,Air Gas and Pneumatic Equipment,6153,111.8094367,112.8468411,0.044370559,1,5,2167,Construction failure,1231,433
03/05/2017,12:58:00,Apostolis Papaioannou,equipment_1213,Automation and Control,2015,129.3586686,104.7582439,0.76874492,0,5,2534,Corrosion,403,507
